"","Combination.label","First.ad","Second.ad","Third.ad","Fourth.ad","Probability.of.combination","Ordered.combination","row"
"136","c16","H3_C1","H2_C1","H4_C1","H1_C1","P(c16 | G=C1)=1/24","H3_C1, H2_C1, H4_C1, H1_C1",386
"284","c23","H4_C1","H3_C1","H1_C1","H2_C1","P(c23 | G=C1)=1/24","H4_C1, H3_C1, H1_C1, H2_C1",387
"143","c16","H3_C1","H2_C1","H4_C1","H1_C1","P(c16 | G=C1)=1/24","H3_C1, H2_C1, H4_C1, H1_C1",388
"360","c5","H1_C1","H4_C1","H2_C1","H3_C1","P(c5 | G=C1)=1/24","H1_C1, H4_C1, H2_C1, H3_C1",389
"344","c4","H1_C1","H3_C1","H4_C1","H2_C1","P(c4 | G=C1)=1/24","H1_C1, H3_C1, H4_C1, H2_C1",390
"405","c8","H2_C1","H1_C1","H4_C1","H3_C1","P(c8 | G=C1)=1/24","H2_C1, H1_C1, H4_C1, H3_C1",391
"86","c13","H3_C1","H1_C1","H2_C1","H4_C1","P(c13 | G=C1)=1/24","H3_C1, H1_C1, H2_C1, H4_C1",392
"104","c14","H3_C1","H1_C1","H4_C1","H2_C1","P(c14 | G=C1)=1/24","H3_C1, H1_C1, H4_C1, H2_C1",393
"392","c7","H2_C1","H1_C1","H3_C1","H4_C1","P(c7 | G=C1)=1/24","H2_C1, H1_C1, H3_C1, H4_C1",394
"433","c9","H2_C1","H3_C1","H1_C1","H4_C1","P(c9 | G=C1)=1/24","H2_C1, H3_C1, H1_C1, H4_C1",395
"97","c13","H3_C1","H1_C1","H2_C1","H4_C1","P(c13 | G=C1)=1/24","H3_C1, H1_C1, H2_C1, H4_C1",396
"342","c4","H1_C1","H3_C1","H4_C1","H2_C1","P(c4 | G=C1)=1/24","H1_C1, H3_C1, H4_C1, H2_C1",397
"379","c6","H1_C1","H4_C1","H3_C1","H2_C1","P(c6 | G=C1)=1/24","H1_C1, H4_C1, H3_C1, H2_C1",398
"157","c16","H3_C1","H2_C1","H4_C1","H1_C1","P(c16 | G=C1)=1/24","H3_C1, H2_C1, H4_C1, H1_C1",399
"319","c3","H1_C1","H3_C1","H2_C1","H4_C1","P(c3 | G=C1)=1/24","H1_C1, H3_C1, H2_C1, H4_C1",400
"418","c8","H2_C1","H1_C1","H4_C1","H3_C1","P(c8 | G=C1)=1/24","H2_C1, H1_C1, H4_C1, H3_C1",401
"408","c8","H2_C1","H1_C1","H4_C1","H3_C1","P(c8 | G=C1)=1/24","H2_C1, H1_C1, H4_C1, H3_C1",402
"178","c17","H3_C1","H4_C1","H1_C1","H2_C1","P(c17 | G=C1)=1/24","H3_C1, H4_C1, H1_C1, H2_C1",403
"114","c14","H3_C1","H1_C1","H4_C1","H2_C1","P(c14 | G=C1)=1/24","H3_C1, H1_C1, H4_C1, H2_C1",404
"415","c8","H2_C1","H1_C1","H4_C1","H3_C1","P(c8 | G=C1)=1/24","H2_C1, H1_C1, H4_C1, H3_C1",405
"376","c6","H1_C1","H4_C1","H3_C1","H2_C1","P(c6 | G=C1)=1/24","H1_C1, H4_C1, H3_C1, H2_C1",406
"358","c5","H1_C1","H4_C1","H2_C1","H3_C1","P(c5 | G=C1)=1/24","H1_C1, H4_C1, H2_C1, H3_C1",407
"141","c16","H3_C1","H2_C1","H4_C1","H1_C1","P(c16 | G=C1)=1/24","H3_C1, H2_C1, H4_C1, H1_C1",408
"83","c12","H2_C1","H4_C1","H3_C1","H1_C1","P(c12 | G=C1)=1/24","H2_C1, H4_C1, H3_C1, H1_C1",409
"100","c13","H3_C1","H1_C1","H2_C1","H4_C1","P(c13 | G=C1)=1/24","H3_C1, H1_C1, H2_C1, H4_C1",410
"188","c18","H3_C1","H4_C1","H2_C1","H1_C1","P(c18 | G=C1)=1/24","H3_C1, H4_C1, H2_C1, H1_C1",411
"131","c15","H3_C1","H2_C1","H1_C1","H4_C1","P(c15 | G=C1)=1/24","H3_C1, H2_C1, H1_C1, H4_C1",412
"125","c15","H3_C1","H2_C1","H1_C1","H4_C1","P(c15 | G=C1)=1/24","H3_C1, H2_C1, H1_C1, H4_C1",413
"281","c23","H4_C1","H3_C1","H1_C1","H2_C1","P(c23 | G=C1)=1/24","H4_C1, H3_C1, H1_C1, H2_C1",414
"76","c12","H2_C1","H4_C1","H3_C1","H1_C1","P(c12 | G=C1)=1/24","H2_C1, H4_C1, H3_C1, H1_C1",415
"57","c11","H2_C1","H4_C1","H1_C1","H3_C1","P(c11 | G=C1)=1/24","H2_C1, H4_C1, H1_C1, H3_C1",416
"10","c1","H1_C1","H2_C1","H3_C1","H4_C1","P(c1 | G=C1)=1/24","H1_C1, H2_C1, H3_C1, H4_C1",417
"176","c17","H3_C1","H4_C1","H1_C1","H2_C1","P(c17 | G=C1)=1/24","H3_C1, H4_C1, H1_C1, H2_C1",418
"280","c23","H4_C1","H3_C1","H1_C1","H2_C1","P(c23 | G=C1)=1/24","H4_C1, H3_C1, H1_C1, H2_C1",419
"201","c19","H4_C1","H1_C1","H2_C1","H3_C1","P(c19 | G=C1)=1/24","H4_C1, H1_C1, H2_C1, H3_C1",420
"66","c12","H2_C1","H4_C1","H3_C1","H1_C1","P(c12 | G=C1)=1/24","H2_C1, H4_C1, H3_C1, H1_C1",421
"426","c9","H2_C1","H3_C1","H1_C1","H4_C1","P(c9 | G=C1)=1/24","H2_C1, H3_C1, H1_C1, H4_C1",422
"349","c5","H1_C1","H4_C1","H2_C1","H3_C1","P(c5 | G=C1)=1/24","H1_C1, H4_C1, H2_C1, H3_C1",423
"329","c4","H1_C1","H3_C1","H4_C1","H2_C1","P(c4 | G=C1)=1/24","H1_C1, H3_C1, H4_C1, H2_C1",424
"46","c11","H2_C1","H4_C1","H1_C1","H3_C1","P(c11 | G=C1)=1/24","H2_C1, H4_C1, H1_C1, H3_C1",425
"263","c22","H4_C1","H2_C1","H3_C1","H1_C1","P(c22 | G=C1)=1/24","H4_C1, H2_C1, H3_C1, H1_C1",426
"124","c15","H3_C1","H2_C1","H1_C1","H4_C1","P(c15 | G=C1)=1/24","H3_C1, H2_C1, H1_C1, H4_C1",427
"39","c10","H2_C1","H3_C1","H4_C1","H1_C1","P(c10 | G=C1)=1/24","H2_C1, H3_C1, H4_C1, H1_C1",428
"221","c2","H1_C1","H2_C1","H4_C1","H3_C1","P(c2 | G=C1)=1/24","H1_C1, H2_C1, H4_C1, H3_C1",429
"175","c17","H3_C1","H4_C1","H1_C1","H2_C1","P(c17 | G=C1)=1/24","H3_C1, H4_C1, H1_C1, H2_C1",430
"200","c19","H4_C1","H1_C1","H2_C1","H3_C1","P(c19 | G=C1)=1/24","H4_C1, H1_C1, H2_C1, H3_C1",431
"154","c16","H3_C1","H2_C1","H4_C1","H1_C1","P(c16 | G=C1)=1/24","H3_C1, H2_C1, H4_C1, H1_C1",432
"134","c15","H3_C1","H2_C1","H1_C1","H4_C1","P(c15 | G=C1)=1/24","H3_C1, H2_C1, H1_C1, H4_C1",433
"204","c19","H4_C1","H1_C1","H2_C1","H3_C1","P(c19 | G=C1)=1/24","H4_C1, H1_C1, H2_C1, H3_C1",434
"261","c22","H4_C1","H2_C1","H3_C1","H1_C1","P(c22 | G=C1)=1/24","H4_C1, H2_C1, H3_C1, H1_C1",435
"190","c18","H3_C1","H4_C1","H2_C1","H1_C1","P(c18 | G=C1)=1/24","H3_C1, H4_C1, H2_C1, H1_C1",436
"253","c21","H4_C1","H2_C1","H1_C1","H3_C1","P(c21 | G=C1)=1/24","H4_C1, H2_C1, H1_C1, H3_C1",437
"366","c6","H1_C1","H4_C1","H3_C1","H2_C1","P(c6 | G=C1)=1/24","H1_C1, H4_C1, H3_C1, H2_C1",438
"412","c8","H2_C1","H1_C1","H4_C1","H3_C1","P(c8 | G=C1)=1/24","H2_C1, H1_C1, H4_C1, H3_C1",439
"300","c24","H4_C1","H3_C1","H2_C1","H1_C1","P(c24 | G=C1)=1/24","H4_C1, H3_C1, H2_C1, H1_C1",440
